,context,answer,label
3843,"['где_ADV', 'работать_VERB', 'на_ADP', 'завод_NOUN', 'слесарь_NOUN', 'а_CCONJ', 'ты_PRON', 'где_ADV', 'работать_VERB', '**ва_NOUN', 'дело_NOUN', 'не_PART', 'большой_ADJ', 'быть_VERB']","['какой_DET', 'дело_NOUN']",people
3844,"['мечтать_VERB', 'не_PART', 'вредный_ADJ', 'а_CCONJ', 'ты_PRON', 'кто_PRON', 'хотеть_VERB', 'становиться_VERB', 'в_ADP', 'детство_NOUN', '**ва_NOUN', 'космонавт_NOUN']","['космонавт_NOUN', 'это_PRON', 'крутой_ADJ', 'а_CCONJ', 'ты_PRON', 'продолжать_VERB', 'мечтать_VERB', 'о_ADP', 'это_PRON', 'или_CCONJ', 'твой_DET', 'мечта_NOUN', 'изменяться_VERB', 'с_ADP', 'время_NOUN']",ai
3845,"['личный_ADJ', 'повар_NOUN', 'ага_NOUN', '😄_SYM', 'я_PRON', 'некогда_ADV', '**собеседник:_NOUN', 'чем_PRON', 'так_ADV', 'занимать_VERB', 'учеба_PROPN ', 'много_ADV', 'время_NOUN', 'занимать_VERB', 'учиться_VERB', 'на_ADP', 'педагог_NOUN', 'хотеть_VERB', 'собака_NOUN', 'а_CCONJ', 'я_PRON', 'говорить_VERB', 'фигушка_NOUN', 'мол_ADV', 'кто_PRON', 'за_ADP', 'она_PRON', 'быть_AUX', 'смотреть_VERB']","['понимать_VERB', 'учеба_NOUN', 'действительно_ADV', 'занимать_VERB', 'много_ADV', 'время_NOUN']",ai
3846,"['я_PRON', 'банкир_NOUN', 'всегда_ADV', 'работать_VERB', 'и_CCONJ', 'просто_PART', 'фанатеть_NOUN', 'от_ADP', 'рок_NOUN', 'после_ADP', 'тяжелый_ADJ', 'день_NOUN', 'крутой_ADJ', 'давать_VERB', 'деньги_NOUN', 'в_ADP', 'долг_NOUN', 'они_PRON', 'ты_PRON', 'все_PRON', 'равный_ADJ', 'не_PART', 'нужный_ADJ', 'раз_SCONJ', 'всегда_ADV', 'работать_VERB', 'нужный_ADJ', 'поднимать_VERB', '2_ADJ', 'ребенок_NOUN', 'школа_PROPN ', 'институт_NOUN']","['понимать_VERB', 'что_SCONJ', 'бывать_VERB', 'тяжелый_ADJ', 'день_NOUN']",ai
3847,"['ага_INTJ', 'сейчас_ADV', 'искать_VERB', 'себя_PRON', 'парень_NOUN', 'выйдкать_NOUN', 'за_ADP', 'он_PRON', 'замуж_ADV', 'унас_PRON', 'тоже_PART', 'быть_AUX', 'ребенок_NOUN', 'но_CCONJ', 'пока_ADV', 'у_ADP', 'я_PRON', 'только_PART', 'кот_NOUN', 'а_CCONJ', 'кто_PRON', 'ты_PRON', 'работать_VERB', '**собеседник:_NOUN', 'ого_PROPN ', 'то_PRON', 'же_PART', 'такой_DET', 'молодой_ADJ', 'зачем_ADV', 'ты_PRON', 'замуж_NOUN', '**ва_NOUN', 'ну_PART', 'семейный_ADJ', 'ценность_NOUN', 'и_CCONJ', 'весь_DET', 'такой_DET']","['и_CCONJ', 'как_ADV', 'звать_VERB', 'твой_DET', 'кот_NOUN']",people
3848,"['еще_ADV', 'находиться_VERB', 'наверное_ADV', 'потому_ADV', 'что_SCONJ', 'не_PART', 'уметь_VERB', 'готовить_VERB', 'это_PRON', 'не_PART', 'так_ADV', 'страшный_ADJ']","['страшный_ADV', 'это_PRON', 'если_SCONJ', 'я_PRON', 'кто_PRON', 'нибудь_ADV', 'накормить_VERB']",people
3849,"['**вы:**_NOUN', 'спорт_PROPN ', 'это_PRON', 'хорошо_NOUN', 'сегодня_ADV', 'как_SCONJ', 'раз_NOUN', 'у_ADP', 'я_PRON', 'игра_NOUN', '**вы:_NOUN', 'то_PRON', 'верить_VERB', 'в_ADP', 'иноплонетяный_NOUN']","['игра_PROPN ', 'это_PRON', 'всегда_ADV', 'здоровый_ADJ', 'а_CCONJ', 'насчет_ADP', 'инопланетянута_NOUN', 'я_PRON', 'не_PART', 'знать_VERB', 'верить_VERB', 'ли_PART', 'я_PRON', 'у_ADP', 'они_PRON', 'или_CCONJ', 'нет_PART']",ai
3850,"['**вы:**_X', 'спорт_PROPN ', 'ходить_VERB', 'на_ADP', 'фитнес_NOUN', 'пробовать_VERB', 'себя_PRON', 'в_ADP', 'кроссфить_NOUN', 'но_CCONJ', 'слишком_ADV', 'жосткий_ADV', 'для_ADP', 'девушка_NOUN', 'это_PRON', 'а_CCONJ', 'ты_PRON', '**собеседник:_NOUN', 'у_ADP', 'я_PRON', 'мало_ADV', 'свободный_ADJ', 'время_NOUN', 'стараться_VERB', 'проводитьий_ADJ', 'с_ADP', 'свой_DET', 'ребенок_NOUN', 'у_ADP', 'я_PRON', 'они_PRON', 'двое_NUM', 'любить_VERB', 'готовить_VERB', 'торт_NOUN', 'все_PRON', 'нравиться_VERB', 'какой_DET', 'совпадение_NOUN', 'я_PRON', 'работать_VERB', 'кондитером_NOUN']","['сладкоежка_NOUN', 'встречаться_VERB']",people
3851,"['я_PRON', 'игорь_PROPN ', 'быть_AUX', 'знакомый_ADJ', '**собеседник:_NOUN', 'что_PRON', 'занимаешься,ть_VERB', 'саша_PROPN ', 'я_PRON', 'работать_VERB', 'кинологом_NOUN', 'у_ADP', 'я_PRON', 'целый_ADJ', 'x_NUM', 'собака_NOUN', 'я_PRON', 'в_ADP', 'полный_ADJ', 'мажор_NOUN', 'саша_DET', 'только_PART', 'представить_VERB', 'все_PRON', 'впереди_ADV', 'весь_DET', 'жизнь_NOUN', 'только_PART', 'начинаться_VERB', 'и_CCONJ', 'я_PRON', 'хотеть_VERB', 'использоватьо_ADV', 'по_ADP', 'полный_ADJ', 'заниматься_VERB', 'плавание_NOUN', 'и_CCONJ', 'волейбол_NOUN', 'учусьв_VERB', 'колледж_NOUN']","['ну_PART', 'тогда_ADV', 'мочь_VERB', 'находить_VERB', 'еще_DET', 'что-то_NOUN', 'интересный_ADJ', 'что_SCONJ', 'прямой_NOUN', 'действительно_ADV', 'по_ADP', 'полный_ADJ']",people
3852,"['я_PRON', 'думать_VERB', 'что_PRON', 'надо_ADV', 'позволять_VERB', 'себя_PRON', 'что_SCONJ', 'то_NOUN', 'мочь_VERB', 'только_PART', 'если_SCONJ', 'какой_DET', 'нибудь_ADV', 'экзотика_NOUN', 'в_ADP', 'ресторан_NOUN', 'но_CCONJ', 'сам_ADJ', 'не_PART', 'ходить_VERB', 'а_CCONJ', 'приглашать_VERB', 'нечасто_ADV', 'а_CCONJ', 'где_ADV', 'ты_PRON', 'работать_VERB']",[],ai
3853,"['что_PRON', 'заниматься_VERB', 'в_ADP', 'свободный_ADJ', 'время_NOUN', 'я_PRON', 'звать_VERB', 'сергей_PROPN ', 'я_PRON', 'xx_NUM', 'год_NOUN', 'недавно_ADV', 'оканчивать_VERB', 'вуз_NOUN', 'но_CCONJ', 'опыт_NOUN', 'проведение_NOUN', 'мероприятие_NOUN', 'у_ADP', 'я_PRON', 'уже_ADV', 'три_NUM', 'год_NOUN', 'так_ADV', 'что_SCONJ', 'обращаться_VERB', '😁_SYM', 'а_CCONJ', 'вы_PRON', 'как_SCONJ', 'звать_VERB', 'что_PRON', 'заниматься_VERB', 'буквально_ADV', 'вчера_ADV', 'покупать_VERB', 'себя_PRON', 'собака_NOUN', 'лабродорчик_NOUN', 'назвалсосиск_PROPN ', 'теперь_ADV', 'все_DET', 'свободный_ADJ', 'время_NOUN', 'посвящать_VERB', 'она_PRON', 'я_PRON', 'завут_VERB', 'амин_PROPN ', 'я_PRON', 'xx_NUM', 'год_NOUN', 'недавно_ADV', 'оканчивать_VERB', 'школа_NOUN', 'заниматься_VERB', 'спорт_NOUN', 'уже_ADV', 'x_NUM', 'год_NOUN']","['привет_NOUN', 'амин_PROPN ']",ai
3854,"['**вы:**_NOUN', 'семья_PROPN ', 'у_ADP', 'мы_PRON', 'большой_ADJ', 'весь_DET', 'дружный_ADJ', 'уфа_PROPN ', 'знать_VERB', 'где_ADV', 'это_PRON', 'о_ADP', 'земляк_NOUN', 'мой_DET', 'я_PRON', 'сам_ADJ', 'с_ADP', 'уфа_PROPN ', 'с_ADP', 'сипайлово_NOUN', 'а_CCONJ', 'где_ADV', 'именно_PART', 'жить_VERB', 'а_CCONJ', 'уфа_PROPN ', 'оу_PROPN ', 'круто😁_NOUN', 'за_ADP', 'затоный_NOUN']","['никогда_ADV', 'не_PART', 'быть_AUX', 'в_ADP', 'тот_DET', 'район_NOUN', 'приглашать_VERB', 'в_ADP', 'гость_NOUN']",people
3855,"['но_CCONJ', 'так_ADP', 'я_PRON', 'жить_VERB', 'с_ADP', 'родитель_NOUN', 'то_SCONJ', 'они_PRON', 'противент_ADJ', 'почему_ADV', '**вы:_NOUN', 'хаска_PROPN ', 'от_ADP', 'она_PRON', 'много_ADV', 'шерсть_NOUN', 'и_CCONJ', 'я_PRON', 'много_ADV', 'работать_VERB', 'и_CCONJ', 'не_PART', 'успевать_VERB', 'она_PRON', 'заниматься_VERB']",['понятный_ADJ'],ai
3856,"['классный_ADJ', 'сегодня_ADV', 'еще_ADV', 'один_NUM', 'орхидея_NOUN', 'покупать_VERB', '**вы:_NOUN', 'то_PRON', 'любить_VERB', 'цветы_NOUN']","['да_PART', 'любить_VERB', ',ный_ADV', 'орхидея_NOUN', 'почему-то_ADV', 'постоянно_ADV', 'засыхать_VERB']",people
3857,"['и_CCONJ', 'еще_ADV', 'наверное_ADV', 'открывать_VERB', 'маленький_ADJ', 'магазинчик_NOUN', 'где_ADV', 'япродавать_VERB', 'все_PRON', 'что_PRON', 'вязать_VERB', 'быть_AUX', 'бы_PART', 'здорово_ADJ', 'и_CCONJ', 'это_PRON', 'хороший_ADJ', 'мечта_NOUN', 'вы_PROPN ', 'удача_NOUN', 'и_CCONJ', 'весь_DET', 'благо_NOUN']","['а_CCONJ', 'у_ADP', 'вы_PRON', 'быть_VERB', 'какой-то_ADJ', 'мечта_NOUN', 'или_CCONJ', 'цель_NOUN']",ai
3858,"['это_PRON', 'по_ADP', 'анкета_NOUN', 'или_CCONJ', 'на_ADP', 'сам_ADJ', 'деле_NOUN', 'о_ADP', 'что_PRON', 'ты_PRON', 'я_PRON', 'реальный_ADJ', 'если_SCONJ', 'это_PRON', 'правда_ADV', ',вать_ADJ', 'это_PRON', 'здорово_ADJ']","['если_SCONJ', 'нет_VERB', 'то_SCONJ', 'я_PRON', 'не_PART', 'знать_VERB', 'что_SCONJ', 'с_ADP', 'это_PRON', 'делать_VERB', 'но_CCONJ']",ai
3859,"['что_PRON', 'заниматься_VERB', 'как_SCONJ', 'всегда_ADV', 'сидеть_VERB', 'попивать_VERB', 'ром_PROPN ', 'обожать_VERB', 'ром_PROPN ', 'а_CCONJ', 'ты_PRON', 'я_PRON', 'я_PRON', 'иногда_ADV', 'красный_ADJ', 'вино_NOUN', 'вообще_ADV', 'любить_VERB', 'сериал_NOUN']","['а_CCONJ', 'я_PRON', 'нравиться_VERB', 'комедия_NOUN', 'они_PRON', 'так_ADV', 'веселить_VERB']",people
3860,"['как_ADV', 'давно_ADV', 'музыка_NOUN', 'заниматься_VERB', 'с_ADP', 'детство_NOUN', 'и_CCONJ', 'не_PART', 'только_PART', 'музыка_NOUN', 'еще_ADV', 'мотоцикл_NOUN', 'недавно_ADV', 'приобрелсеба_PART', 'харлей_NOUN', 'интересный_ADJ']","['ага_PART', 'хотеть_VERB', 'бы_PART', 'на_ADP', 'мотоцикл_NOUN', 'от_ADP', 'владик_NOUN', 'до_ADP', 'москва_NOUN', 'проезжать_VERB']",people
3861,"['какой_DET', 'забота_NOUN', 'или_CCONJ', 'без_ADP', 'он_PRON', 'а_CCONJ', 'ты_PRON', 'где_ADV', 'жить_VERB', 'в_ADP', 'большой_ADJ', 'город_NOUN', 'а_CCONJ', 'ты_PRON']","['в_ADP', 'москва_PROPN ', 'но_CCONJ', 'иногда_ADV', 'она_PRON', 'я_PRON', 'казаться_VERB', 'деревня_NOUN']",people
3862,"['здорово_ADV', 'коллега_NOUN', 'а_CCONJ', 'хобби_NOUN', '**вы:_NOUN', 'не_PART', 'женатый_NOUN', 'я_PRON', 'любить_VERB', 'путешествовать_VERB', 'а_CCONJ', 'у_ADP', 'ты_PRON']","['нет_PART', 'я_PRON', 'тоже_PART', 'путешествовать_VERB', 'лето_NOUN', 'с_ADP', 'палатка_NOUN']",people
3863,"['эх_INTJ', 'махнуть_VERB', 'я_PRON', 'на_ADP', 'море_NOUN', 'наверно_ADV', 'в_ADP', 'этот_DET', 'вых_NOUN', 'покатаюсьн_ADJ', 'мотоцикл_NOUN', 'у_ADP', 'вы_PRON', 'дорога_NOUN', 'хороший_ADJ', '**собеседник:_NOUN', 'удача_NOUN', '**вы:_NOUN', 'вечер_NOUN', 'обещать_VERB', 'быть_AUX', 'веселый_ADJ', 'ждать_VERB', 'друг_NOUN', 'быть_AUX', 'мотретькить_NOUN', 'и_PART', 'быть_AUX', 'пицца_NOUN']","['звучать_VERB', 'замечательно_ADV']",ai
3864,"['анить_NOUN', 'заменять_VERB', 'друг_NOUN', 'да_PART', 'нет_VERB', 'нет_VERB', 'да_PROPN', 'а_CCONJ', 'у_ADP', 'ты_PRON', '**ва_NOUN', 'ты_PRON', 'посещаеший_NOUN', 'кинотеатр_NOUN']","['да_PART', 'любить_VERB', 'смотреть_VERB', 'фильм_NOUN', 'на_ADP', 'большой_ADJ', 'экран_NOUN', 'а_CCONJ', 'ты_PRON']",people
3865,"['**вы:**_NOUN', 'спасибо_PROPN ', 'и_CCONJ', 'ты_PRON', 'что_PRON', 'увлекаться_VERB', 'что_PRON', 'любить_PART', 'я_PRON', 'блоггер_NOUN', 'а_CCONJ', 'ты_PRON', 'я_PRON', 'стоматолог_NOUN', 'но_CCONJ', 'я_PRON', 'не_PART', 'нравиться_VERB', 'мой_DET', 'профессия_NOUN', 'что_PRON', 'заниматься_VERB', 'в_ADP', 'свободный_ADJ', 'время_NOUN']","['о_INTJ', 'я_PRON', 'понимать_VERB', 'как_SCONJ', 'это_PRON', 'важный_ADJ', 'иметь_VERB', 'работа_NOUN', 'который_PRON', 'приносить_VERB', 'удовольствие_NOUN']",ai
3866,"['обязательный_ADV', 'только_CCONJ', 'сначала_ADV', 'у_ADP', 'я_PRON', 'планировать_VERB', 'стрижкасвоий_DET', 'крыск_NOUN', 'приятный_ADJ', 'знакомиться_VERB', 'анжел_PROPN ', '😁_SYM', 'ты_PRON', 'и_PART', 'крысок_NOUN', 'стричь_VERB', 'а_CCONJ', 'потом_ADV', 'дядька_ADV', 'пока_ADV', 'спать_VERB', 'не_PART', 'ложиться_NOUN', 'а_CCONJ', 'то_PRON', 'рано_ADV', 'завтраразбудить_VERB', 'и_CCONJ', 'поспать_VERB', 'не_PART', 'давать_VERB', 'по_ADP', 'комната_NOUN', 'шорохаетсявсе_PRON', 'утротец_NOUN', 'иногда_ADV', 'совсем_ADV', 'чуть_ADV', 'чуть_ADV']","['да_PART', 'стридеть_VERB', 'свой_DET', 'крыск_NOUN', 'сам_ADJ', 'а_CCONJ', 'дядька_NOUN', 'это_PRON', 'кто_PRON']",ai
3867,"['а_CCONJ', 'что_PRON', 'считать_VERB', 'лучший_ADJ', 'подарок_NOUN', 'извини_NOUN', '**собеседник:_NOUN', '**вы:_NOUN', 'вот_PART', 'для_ADP', 'я_PRON', 'это_PRON', 'книга_NOUN']","['я_PRON', 'любить_VERB', 'читать_VERB', 'книга_NOUN', 'и_CCONJ', 'узнавать_VERB', 'что-то_NOUN', 'новый_ADJ', 'о_ADP', 'мир_NOUN', 'вокруг_ADP', 'я_PRON']",ai
3868,"['странный_ADJ', 'увлечение_NOUN', 'для_ADP', 'взрослый_ADJ', 'человек_NOUN', 'но_CCONJ', 'чтоеще_PRON', 'поделать_VERB', 'рассказать_VERB', 'еще_ADV', 'что-нибудь_NOUN', 'интересный_ADJ', 'но_CCONJ', 'я_PRON', 'не_PART', 'понимать_VERB', 'смыссл_NOUN', 'в_ADP', 'компьютерный_ADJ', 'игра_NOUN', 'рано_ADV', 'быть_AUX', 'хороший_ADJ', 'все_PRON', 'выходить_VERB', 'на_ADP', 'улица_NOUN', 'дышать_VERB', 'свежий_ADJ', 'воздух_NOUN', 'а_CCONJ', 'сейчас_ADV', 'ладно_PART', 'завтра_ADV', 'у_ADP', 'я_PRON', 'визит_VERB', 'к_ADP', 'врач_NOUN', 'для_ADP', 'это_PRON', 'нужный_ADJ', 'высыпаться_VERB', '**вы:_NOUN', 'ладно_PART', 'приятный_ADJ', 'быть_AUX', 'пообщаться_VERB']","['я_PRON', 'тоже_PART', 'любить_VERB', 'компьютерный_ADJ', 'игра_NOUN', 'и_CCONJ', 'хотеть_VERB', 'бы_PART', 'узнавать_VERB', 'больше_ADV', 'о_ADP', 'они_PRON', 'спасибо_PROPN ']",ai
3869,"['работать_VERB', 'секретарь_NOUN', 'класснотец_NOUN', '**вы:_NOUN', 'ты_PRON', 'нравиться_VERB', 'учиться_VERB']","['нет_PART', 'я_PRON', 'нравиться_VERB', 'лениться_VERB', 'говорить_VERB', 'лень_ADV', 'это_PRON', 'двигатель_NOUN', 'прогресс_NOUN', 'согласный_ADJ']",people
3870,"['а_CCONJ', 'я_PRON', 'наоборот_ADV', 'любить_VERB', 'вставать_VERB', 'рано_ADV', 'и_CCONJ', 'уезжать_VERB', 'в_ADP', 'какойнибудь_ADV', 'другой_ADJ', 'город_NOUN', 'на_ADP', 'выхоный_ADJ', 'прощать_VERB', 'опечатка_NOUN', 'небольшой_ADJ', 'выходить_VERB', 'только_PART', 'замечать_VERB', 'я_PRON', 'валерия_PROPN ', 'хотеть_VERB', 'видеть_VERB', 'весь_DET', 'мир_NOUN']","['как_SCONJ', 'здоровый_ADJ']",ai
3871,"['хотя_SCONJ', 'я_PRON', 'это_PRON', 'не_PART', 'помогать_VERB', 'ибо_SCONJ', 'уже_ADV', 'я_PRON', 'xx_NUM', 'год_NOUN', 'а_CCONJ', 'явсе_PRON', 'еще_ADV', 'ломать_VERB', 'мизинец_NOUN', 'тумбочка_NOUN', '👌😆😆😆_SYM', 'это_PRON', 'считаетсязый_NOUN', 'хобби_NOUN', 'да_PART', 'конечно_ADV', '😂😂😂_SYM', 'у_ADP', 'я_PRON', 'хобби_NOUN', 'это_PRON', 'езда_NOUN', 'на_ADP', 'ролик_NOUN', 'обожать_VERB', 'просто_PART', 'вот_PART', 'скоро_ADV', 'весна_ADJ', 'потеплеть_VERB', 'и_PART', 'я_PRON', 'будукататься_VERB', 'по_ADP', 'парк_NOUN', 'хороший_ADJ', 'же_PART', 'я_PRON', 'вот_PART', 'с_ADP', 'ролик_NOUN', 'не_PART', 'дружить_VERB', 'хотя_SCONJ', 'раньшеездить_VERB', 'на_ADP', 'скейтборд_NOUN']","['мочь_VERB', 'как-нибудь_ADV', 'вместе_ADV', 'пробовать_VERB', 'покататься_VERB']",people
3872,"['отряхивать_VERB', 'вода_NOUN', 'и_CCONJ', 'она_PRON', 'лететь_VERB', 'в_ADP', 'весь_DET', 'сторонец_NOUN', 'а_CCONJ', 'какой_DET', 'порода_NOUN', 'в_ADP', 'твой_DET', 'собака_NOUN', 'у_ADP', 'я_PRON', 'быть_VERB', 'лабрадор_NOUN', 'порода_PROPN ', 'называться_VERB', 'колли_NOUN', 'это_PRON', 'такой_DET', 'овчарка_NOUN']","['она_PRON', 'очень_ADV', 'умный_ADJ', 'и_CCONJ', 'добрый_ADJ', 'я_PRON', 'очень_ADV', 'рад_ADJ', 'что_SCONJ', 'у_ADP', 'я_PRON', 'быть_VERB', 'такой_DET']",ai
3873,"['я_PRON', 'вот_PART', 'заядлый_ADJ', 'велосипедист_NOUN', 'до_ADP', 'такой_DET', 'степень_NOUN', 'чтостать_VERB', 'коллекционировать_VERB', 'велосипед_NOUN', 'у_ADP', 'я_PRON', 'они_PRON', 'аж2_NOUN', 'а_CCONJ', 'животное_NOUN', 'быть_VERB', 'у_ADP', 'вы_PRON', 'я_PRON', 'кататься_VERB', 'редко_ADV', 'предпочитать_VERB', 'на_ADP', 'авто_NOUN', 'у_ADP', 'я_PRON', 'любить_VERB', 'кролик_NOUN', 'тимошка_PROPN ']","['о_INTJ', 'классный_ADJ', 'а_CCONJ', 'кролик_NOUN', 'оьвчть_ADJ', 'йить_VERB', 'декоративный_ADJ', 'я_PRON', 'тоже_PART', 'любить_VERB', 'кролик_NOUN', 'но_CCONJ', 'еще_ADV', 'никто_PRON', 'не_PART', 'заводить_VERB', 'думать_VERB', 'насчет_VERB', 'змея_NOUN']",people
3874,"['приветинский_PRON', 'как_SCONJ', 'дело_NOUN', 'я_PRON', 'дворник_NOUN', 'ты_PRON', 'кто_PRON', 'работать_VERB', 'терпимо_PROPN ', 'с_ADP', 'работа_NOUN', 'вернуться_VERB', 'пол_NUM', 'час_NOUN', 'назад_ADV', 'работаюсантехником_NOUN', 'в_ADP', 'жэу_PROPN ', 'где_ADV', 'жить_VERB']","['в_ADP', 'волгоград_PROPN ', 'а_CCONJ', 'ты_PRON']",people
3875,"['понятный_ADJ', 'я_PRON', 'любить_VERB', 'танцевать_VERB', 'даже_PART', 'очень_ADV', 'а_CCONJ', 'ты_PRON', 'любишьтанцевать_VERB', '**собеседник:_NOUN', 'нет_PART', 'я_PRON', 'любить_VERB', 'смотреть_VERB', 'как_SCONJ', 'другой_ADJ', 'танцевать_VERB', 'а_CCONJ', 'что_PRON', 'ты_PRON', 'заниматься_VERB', 'в_ADP', 'свободный_ADJ', 'вовремя_NOUN']","['фильм_NOUN', 'смотреть_VERB', 'а_CCONJ', 'ты_PRON', 'что_PRON', 'заниматься_VERB', 'помимо_ADP', 'танец_NOUN']",people
3876,"['да_PART', 'я_PRON', 'детский_ADJ', 'тренер_NOUN', 'по_ADP', 'плавание_NOUN', 'также_ADV', 'я_PRON', 'любить_VERB', 'посещать_VERB', 'различный_ADJ', 'страна_NOUN', 'где_ADV', 'уже_ADV', 'быть_VERB', 'а_CCONJ', 'я_PRON', 'раньше_ADV', 'до_ADP', 'декрет_NOUN', 'быть_AUX', 'учитель_NOUN', 'теперь_ADV', 'любить_VERB', 'готовить_VERB', 'петь_VERB', 'и_CCONJ', 'танцевать_VERB', 'с_ADP', 'дочурка_NOUN', 'италия_PROPN ', 'германия_PROPN ', 'польша_PROPN ', 'чехия_PROPN ', 'и_CCONJ', 'много_ADV', 'город_NOUN', 'россиия::украина_PROPN ', 'крутой_ADJ', 'какой_DET', 'твой_DET', 'фирменный_ADJ', 'блюдо_NOUN']","['ого_ADJ', 'вы_PRON', 'много_ADV', 'путешествовать_VERB', 'я_PRON', 'тоже_PART', 'любить_VERB', 'путешествовать_VERB', 'но_CCONJ', 'пока_ADV', 'что_SCONJ', 'не_PART', 'так_ADV', 'много_ADV', 'место_NOUN', 'успевать_VERB', 'посещать_VERB']",ai
3877,"['понялийский_ADJ', '**собеседник:_NOUN', 'что_PRON', 'ты_PRON', 'увлекаться_VERB', 'по_ADP', 'мимо_ADP', 'работа_NOUN', 'я_PRON', 'вот_PART', 'любить_VERB', 'вышивать_VERB', '**вы:_NOUN', 'что_PRON', 'делать_VERB', 'в_ADP', 'лаборатория_NOUN', 'я_PRON', 'любл_NOUN', 'пить_VERB', 'чай_NOUN', 'и_CCONJ', 'быть_VERB', 'кофневать_NOUN']","['а_CCONJ', 'кофе_NOUN', 'и_CCONJ', 'печенька_NOUN', 'это_PRON', 'мой_DET', 'слабость_NOUN', 'особенно_ADV', 'во_ADP', 'время_NOUN', 'работа_NOUN', 'над_ADP', 'проект_NOUN']",ai
3878,"['да_PART', 'так_ADV', 'дэо_ADV', 'матис_NOUN', '👎_SYM', 'но_CCONJ', 'этот_DET', 'старушечко_NOUN', 'еще_ADV', 'пулять_VERB', 'порайон_NOUN', 'матиз_PROPN', 'нормальный_ADJ', 'машина_NOUN', 'почему_ADV', 'нет_VERB', 'да_CCONJ', 'и_PART', 'на_ADP', 'зпый_NOUN', 'охранник_NOUN', 'особо_ADV', 'не_PART', 'разгуляться_VERB']","['вот_PART', 'я_PRON', 'сейчас_ADV', 'как-то_ADV', 'с_ADP', 'друг_NOUN', 'на_ADP', 'работа_NOUN', 'ехать_VERB', 'мы_PRON', 'из_ADP', 'машина_NOUN', 'выходить_VERB', 'а_CCONJ', 'у_ADP', 'он_PRON', 'только_PART', 'xx_NUM', 'тысяча_NOUN', 'бакс_NOUN', 'вот_PART', 'я_PRON', 'и_PART', 'подумать_VERB', 'а_CCONJ', 'почему_ADV', 'бы_PART', 'и_PART', 'не_PART', 'зарабатывать_VERB']",ai
3879,"['**вы:**_X', 'олег_PROPN ', 'откуда_ADV', 'ты_PRON', 'родом_ADV', 'ну_PART', 'в_ADP', 'основное_NOUN', 'мой_DET', 'вресень_NOUN', 'хватать_VERB', 'на_ADP', 'работа_NOUN', 'и_CCONJ', 'курсыанглийский_ADJ', 'из_ADP', 'волгоград_PROPN ', 'понятный_ADJ']","['а_CCONJ', 'вы_PRON', 'из_ADP', 'какой_DET', 'город_NOUN']",people
3880,"['а_CCONJ', 'цвет_NOUN', 'номеругой_ADJ', 'желтый_ADJ', 'не_PART', 'помнить_VERB', 'если_SCONJ', 'честно😁_NOUN', 'у_ADP', 'мы_PRON', 'в_ADP', 'город_NOUN', 'я_PRON', 'нравиться_VERB', 'маршрут_VERB', 'xx_NUM']","['тоже_PART', 'быть_VERB', 'любить_ADJ', 'маршрут_NOUN', 'а_CCONJ', 'на_ADP', 'такси_NOUN', 'часто_ADV', 'любить_VERB', 'ездить_VERB']",people
3881,"['**вы:**_NOUN', 'нет_VERB', 'но_CCONJ', 'мы_PRON', 'мочь_VERB', 'брать_VERB', 'в_ADP', 'прокат_NOUN', 'хороший_ADJ', 'идея_NOUN', 'и_CCONJ', 'скоро_ADV', 'как_SCONJ', 'раз_NOUN', 'весна_ADJ', 'уже_ADV', 'тепло_ADJ', 'или_CCONJ', 'ты_PRON', 'не_PART', 'бояться_VERB', 'холод_NOUN', 'и_CCONJ', 'готовый_ADJ', 'начинать_VERB', 'уже_ADV', 'вближайший_ADJ', 'время_NOUN', 'можно_ADV', 'и_CCONJ', 'на_ADP', 'холод_NOUN', 'тогда_ADV', 'договариваться_VERB']","['да_CCONJ', 'можно_ADV', 'начинать_VERB', 'уже_ADV', 'на_ADP', 'следующий_ADJ', 'выходной_NOUN', 'или_CCONJ', 'даже_PART', 'вечер_NOUN', 'на_ADP', 'неделя_NOUN']",people
3882,"['деревня_NOUN', 'ворзогора_PROPN ', 'архангельский_ADJ', 'область_NOUN', 'около_ADP', 'далеко_ADJ', 'а_CCONJ', 'где_ADV', 'ваш_DET', 'дача_NOUN', 'находиться_VERB']","['не_PART', 'далеко_ADV', 'от_ADP', 'ваш_DET', 'сколько_ADV', 'сотка_ADJ', 'участок_NOUN']",people
3883,"['**вы:**_X', 'привет_PROPN ', 'я_PRON', 'максим_PROPN ', 'работать_VERB', 'машинист_NOUN', 'ты_PRON', 'приятный_ADJ', 'знакомиться_VERB', 'я_PRON', 'студентка_NOUN', 'заниматься_VERB', 'гимнастмка_NOUN', 'будущий_ADJ', 'чемпионка_NOUN', 'я_PRON', 'тоже_PART', 'очень_ADV', 'любить_VERB', 'спорт_NOUN', 'особенно_ADV', 'плавание_NOUN', 'замужем_ADV']","['разводиться_VERB', 'бываеь_NOUN', 'в_ADP', 'жизнь_NOUN', 'огорчение_NOUN', 'а_CCONJ', 'ты_PRON', 'какой_DET', 'спорт_NOUN', 'любить_PART']",people
